"lsoa11cd","easting","northing","median_price","avg_listed_properties","avg_distance_to_station","positive_area","moderate_area","negative_area"
"E01000446",547983,173533,215000,,712.479672075887,573270.764836600000,600878.534323750000,546125.406424500000
"E01000447",549537,173764,270000,,431.836158164644,641947.106897916667,1296552.607608436500,620666.643675333333
"E01000448",548781,173436,385000,,562.991244486006,405134.049465222222,1099446.297625804833,537063.512278416667
"E01000449",549021,173768,286500,,547.358556304365,300571.763829062500,1115553.977716249000,570453.194229500000
"E01000450",547239,177343,210000,,1542.61879236044,1455330.171460029438949,684762.200946776471,302.9904176470588235
"E01000451",547192,177088,200000,,1449.49857643317,966985.336584236870988,670576.643044042105,0.00000000000000000000
"E01000452",547606,176839,220000,,1116.85633549323,685585.109355500000,643174.223406500000,190.7717444444444444
"E01000453",547402,176499,212000,,1070.30156885456,940080.519058708338147,678526.822059333333,0.00000000000000000000
"E01000454",546944,176761,205000,,1115.79666538658,620850.469482785743169,714193.699320800000,0.00000000000000000000
"E01000455",547084,176193,235000,,926.394889125605,770229.428511761905,728630.400825523810,0.00000000000000000000
"E01000456",547466,176248,220000,,893.725815505069,790495.977688909091,405148.078270909091,0.00000000000000000000
"E01000457",546275,172032,169000,,640.542446692481,637895.440416528571,1003851.492528200000,119488.935149600000
"E01000458",546912,172197,285000,,677.424688419781,381594.566794636364,730119.120452681818,98272.276934500000
"E01000459",546727,171789,200000,,965.120038723538,734470.141000978261,745659.435752913043,98127.944168739130
"E01000460",546094,173344,355000,,729.366074920722,401175.461896352941,631313.525980558824,87604.143234500000
"E01000461",547084,172823,347500,,544.972058199307,261647.261961954545,660264.073439340909,224663.010665181818
"E01000462",546371,172498,161000,,237.517318645887,396037.632177615385,720081.859184942308,92260.087409500000
"E01000463",545397,172963,270000,,932.178922800087,306091.287977764706,1307503.930844117647,138592.672125264706
"E01000464",548079,179304,110000,,796.384912572073,1702398.366290857143,1081597.71428171650992,325790.293938571429
"E01000465",548376,179277,82000,,986.930832870738,905409.139558333333,1083770.85563233559199,1114304.389493000000
"E01000466",547914,179511,90000,,753.285770690641,2011107.888949000000,1055665.09993500221846,1256755.226492500000
"E01000467",547435,181074,115250,,2011.67219604278,728301.492912714106,1472851.318424000000,1111801.963022571429
"E01000468",547892,181193,165000,1.00000000000000000000,2020.83324030185,325633.832475541487,1735698.782473833333,1081856.670178208333
"E01000469",547464,180745,124000,,1732.72102546092,986635.629660999820,1233332.971025500000,1124735.536944000000
"E01000470",547527,179780,119000,,783.134794550753,1830038.784747807512,1134562.759025403846,1270293.615250269231
"E01000471",518556,183415,249000,,630.834955644773,153891.682069222222,395328.595150277778,426574.103760000000
"E01000472",518126,183269,206000,,564.470924832481,331915.935105833333,750547.231485000000,307725.276719041667
"E01000473",518245,183632,198000,,292.28845305198,153022.885380807692,722905.993878653846,345267.994930923077
"E01000474",518731,184429,223000,,821.080488690247,183444.776984666667,194401.073651500000,461746.473334666667
"E01000475",517669,183900,250000,,389.041396578089,321069.616234970588,771439.547674264706,157031.838258676471
"E01000476",518654,184120,270000,,732.005737183981,178531.901152312500,228627.656352937500,373875.672459875000
"E01000477",518822,183933,270000,,715.542558081125,179386.383214750000,296629.473767900000,462265.571879550000
"E01000478",518372,183783,273000,,393.63514640339,154254.722432750000,563603.405479833333,393647.766943083333
"E01000479",520009,186940,550000,,933.106237630588,1147241.829716794118,650535.796638117647,153489.739695676471
"E01000480",519270,186841,450000,,567.529017939084,1123801.890198535714,188206.235303892857,209567.017413464286
"E01000481",519673,186928,215000,,688.15294574603,1132749.892541147059,230909.758678617647,193659.485275117647
"E01000482",519536,186458,240000,,387.559371316753,1112614.447893111111,318508.420912111111,303133.412637611111
"E01000483",520239,186271,176000,,920.051769853304,556832.110356357143,731628.178175392857,383644.615884642857
"E01000484",518879,188128,210000,,732.581865911727,1310125.292839000000,278895.837024500000,185337.524824625000
"E01000485",518482,188034,270000,,761.24312660908,1112091.634795500000,318540.495883388889,271118.662607611111
"E01000486",518796,187483,365000,,615.279327825071,1152810.714128045455,346877.888445818182,255773.436861045455
"E01000487",518502,187269,245000,,460.749508294005,856832.836988192308,333139.375771346154,253645.400508500000
"E01000488",522847,184362,670000,,764.041288486001,191267.000287750000,498383.434237187500,70688.435778250000
"E01000489",523078,184232,292500,,701.447005743191,186671.338985678571,429217.092649964286,82353.650084928571
"E01000490",524411,184372,365000,,259.04791966849,214770.399426115385,224967.694901173077,206190.438285096154
"E01000491",524008,183976,380000,,329.221113399018,180450.163905736842,303410.448995815789,167875.704401105263
"E01000492",523318,183840,650000,,656.220070256436,230376.902965714286,496495.789022642857,131658.335075642857
"E01000493",523139,183550,615000,,538.759783102275,254081.568527833333,827400.257115700000,148166.966967600000
"E01000494",523733,184536,265000,,411.884320502097,129692.982738750000,258941.004331000000,166246.865451531250
"E01000495",524207,184540,325000,,404.767399091753,204179.286683312500,262044.374204718750,207033.260780156250
"E01000497",522956,186446,290000,,1143.99872213711,472495.655029428571,585206.856703564286,221621.670589607143
"E01000498",521946,186762,305000,,1493.33310178955,527044.496352200000,988467.318423800000,75589.035304900000
"E01000499",522364,186710,332000,,1493.21216915192,471806.829548142857,731753.928022228571,229032.479350571429
"E01000501",522388,186223,222500,,1194.99893829261,473360.309876333333,688667.386397966667,173223.534932444444
"E01000502",521942,186204,247000,,994.824912654992,468437.399078200000,649140.122721400000,209857.305961450000
"E01000503",522741,186249,400000,,1118.1234743624,472363.256316062500,178874.071022187500,196493.592762812500
"E01000504",523026,185275,322500,,535.034487115286,474733.855024730769,67162.305384076923,117364.789826730769
"E01000505",522709,185271,555000,,529.137778536782,471961.818487150000,200130.414377850000,125139.464775000000
"E01000506",521748,185051,200000,,337.479983429786,574677.255829714286,362685.381527285714,342228.204633142857
"E01000507",522260,185192,425000,,201.548632139497,562514.400381555556,286045.572963000000,169220.481302555556
"E01000508",521559,184656,185000,,666.569207314457,491232.718659083333,386576.895331833333,331887.755431250000
"E01000509",521384,186278,326000,,911.361293589011,505816.615454300000,681751.416694100000,285665.088621700000
"E01000510",521632,185964,229000,,624.832568732331,441604.388226785714,654003.526797428571,334543.505600642857
"E01000511",521637,185621,447000,,375.083371594829,469672.674996466667,509646.761238866667,359382.550756633333
"E01000512",522148,185353,480000,,242.322571625241,488893.986130266667,289714.312799700000,337290.041205400000
"E01000513",521142,188774,332000,,1083.08395955928,561883.868653500000,709440.440429333333,103117.887706208333
"E01000514",520619,188764,275000,,1236.00306769365,901908.406063384615,648837.508521730769,7529.9899209230769231
"E01000515",520118,188584,190000,,747.203854666735,1292618.186190681818,507083.467670545182,119013.659270909091
"E01000516",520940,189168,275000,,891.364828211493,425738.728465600000,569035.302874200000,62733.989615800000
"E01000517",519506,188493,410000,,394.843197970177,1303177.051683071429,346636.567969428000,146383.608524857143
"E01000518",520395,188291,338000,,1145.31243657377,1256856.426332000000,849030.407766833333,39359.660702833333
"E01000519",520347,187859,282500,,1309.1281813416,1364387.468185095238,889399.223157690476,29519.088178428571
"E01000520",520506,189043,189000,,1131.36929942381,936014.325737222222,418163.370056166667,25296.546219444444
"E01000521",521151,183882,223000,,533.265061161978,208718.075188033333,343994.972535666667,310529.423343633333
"E01000522",521732,183989,218000,,985.540945258295,206318.656021636364,441863.450662409091,155340.169455818182
"E01000523",521567,183766,249950,,729.856268587683,202586.288711321429,382515.180371321429,352684.337318214286
"E01000524",521392,183394,195000,,455.757810716803,180725.358642535714,215456.782325500000,422708.999604142857
"E01000525",521331,183339,216000,,325.539747660696,158631.903186928571,138779.338067964286,427086.763534785714
"E01000526",521380,184485,216500,,862.892299423159,209163.679286200000,388563.405728100000,278665.179664800000
"E01000527",521570,184265,230000,,955.256940421302,212371.900453000000,401121.914615333333,151037.173854111111
"E01000528",521368,184256,167000,,944.497416412044,212777.950483000000,391705.509883500000,139127.455089000000
"E01000530",522758,183217,380000,,652.017153159511,352916.878229200000,817464.426005875000,189748.119315500000
"E01000531",522850,182980,345000,1.00000000000000000000,446.861287647772,692370.064413350000,803103.218443000000,225298.006607875000
"E01000532",523055,182926,430000,1.00000000000000000000,215.162016090918,746984.294146979167,810827.733362729167,221022.157091541667
"E01000533",521919,183618,210000,,691.323989956208,190805.650694571429,479161.314647261905,255261.521679095238
"E01000534",522432,183377,342000,,748.203179722156,192516.511686150000,871931.861500950000,174669.990825200000
"E01000535",522167,183291,320000,,492.398693244748,378119.535546666667,779939.094725312500,239892.716724020833
"E01000536",516977,188410,530000,,466.717758163219,492817.924562000000,619001.053099409091,122967.046586863636
"E01000538",517794,188188,499950,,951.044667574343,626144.156124600000,363394.248939950000,166518.111856350000
"E01000539",518161,187976,385000,,685.274638713049,841814.047332857143,350037.730605857143,253884.089953571429
"E01000540",517023,188097,295000,,452.937009780029,522043.396050875000,921607.810957000000,141281.257274208333
"E01000541",517393,188742,330000,,878.407011342559,337499.455044600000,170906.611500600000,72107.676435300000
"E01000543",518907,188599,325000,,439.856341616084,1390153.278611500000,378216.288232165667,138906.794546500000
"E01000544",525107,182702,243000,,664.729734666389,249891.904538700000,327920.407725700000,39501.569958800000
"E01000545",524748,184235,352000,,287.328899726477,216729.058664093750,194312.329961343750,204671.043267812500
"E01000546",524733,184076,368050,,396.231076499005,229968.231587880952,222066.181405333333,199900.356691285714
"E01000547",524921,183849,295000,,550.814473163814,241490.596446954545,239471.521337742424,189174.927088469697
"E01000548",525098,183805,316000,,392.704074039558,234122.367049086957,288900.853871456522,171040.330924782609
"E01000549",524989,183602,425000,,435.038726737807,226754.747099258621,307631.506242896552,172048.896748413793
"E01000550",525294,183483,327500,1.00000000000000000000,153.88031514975,188408.041518272727,310802.446823136364,21377.930092090909
"E01000551",525085,183200,245000,1.00000000000000000000,237.035114386648,228382.051838727273,323342.337987318182,76578.365823000000
"E01000552",525190,182965,339250,1.00000000000000000000,368.279047010555,171272.436069500000,352742.422501000000,29120.141667000000
"E01000553",523512,185848,285000,,530.946074511962,476372.250797000000,198614.538219000000,228094.271818233333
"E01000554",523230,185901,285000,,826.597045043224,474865.124294687500,134323.607967062500,221518.217117406250
"E01000555",523167,185470,595000,,654.181458646106,475609.625879000000,42207.529342500000,211357.084560111111
"E01000556",523762,185505,300000,,491.808345264571,485404.441860863636,253966.541288681818,255459.243857590909
"E01000557",523616,185387,264000,,531.316414450855,483986.269393882353,199632.219102735294,257434.264832470588
"E01000558",524017,185123,580000,,577.771511597599,68866.394666947368,268164.087182789474,195934.705819736842
"E01000559",523315,185161,324000,,291.942897006521,477598.462914722222,56827.774355000000,132732.838072500000
"E01000560",523873,184880,399950,,412.055539552667,161909.641446964286,273783.710189642857,167348.025267214286
"E01000561",524562,184710,350000,,141.04381238379,70959.481314125000,363971.792501156250,214306.747075187500
"E01000562",516252,186568,530000,,992.44384850185,426582.603906388889,1664410.392491000000,50404.528233611111
"E01000563",516592,186593,499950,,871.086035597112,411074.913778533333,1550823.648343700000,41805.132813533333
"E01000564",517423,186440,240000,,341.716597190269,523663.889740045455,600178.786412363636,88310.862195954545
"E01000565",516468,186087,333000,,829.392215423496,392524.359585000000,1361090.078597950000,104222.471190750000
"E01000566",517287,186658,367000,,425.80245333902,466083.370326411765,924518.259492176471,72719.350475441176
"E01000567",516326,186033,226000,,830.084831819063,393699.270424700000,1620158.117221900000,118489.897207500000
"E01000568",516855,188021,265000,,224.764921041507,471879.160390125000,1111913.057282000000,127382.561323791667
"E01000569",516972,186919,370000,,380.877353786032,446101.357524875000,1454664.895034375000,112377.066397062500
"E01000570",517922,185877,280000,,435.619309185934,229988.235589857143,509988.893791107143,165398.724439892857
"E01000571",518290,185897,395000,,684.727074973391,133982.276671166667,500347.093636250000,300768.809657500000
"E01000572",517275,187469,380000,,431.170953021737,535695.316223285714,447453.235932285714,176269.508401071429
"E01000573",518022,187254,325000,,332.055420341187,914901.196823076923,354238.384643000000,290079.409769730769
"E01000574",517745,186913,316000,,370.417201880873,468861.994104454545,581967.852807409091,276884.040558454545
"E01000575",518210,186561,300000,,497.682064560864,428300.832664230769,459743.142232076923,279431.409079730769
"E01000576",518509,186561,355000,,670.138079377078,422798.927100323529,271377.729025029412,300715.724288588235
"E01000577",518075,186257,197000,,437.291323705108,186476.813291000000,475300.056604500000,282165.560301083333
"E01000578",518794,186369,248000,,595.337061757716,441825.130175543478,207592.558879043478,307638.976471369565
"E01000579",523525,182743,357000,1.00000000000000000000,312.683495216515,338681.213414880952,713195.369516547619,192938.031455785714
"E01000580",524403,183657,499950,,267.739839636174,229030.629371537037,253957.717932740741,176769.355666314815
"E01000581",523649,183425,369950,,222.398518716685,162929.085183035714,802884.302120892857,155398.016903714286
"E01000582",523946,183190,952000,,383.332988195678,202999.044247608108,694733.391824459459,165295.058387621622
"E01000583",524657,183361,460000,,243.752491797959,237673.889345310000,454449.339966290000,157500.632431160000
"E01000584",523318,183271,565000,,282.461136249295,212667.087841500000,813057.024656233333,167681.999109433333
"E01000585",523456,183032,370000,1.00000000000000000000,196.504225970515,261806.626889552632,828319.122225421053,184092.716303236842
"E01000586",523826,182858,305000,1.00000000000000000000,474.630906652402,302565.111231403226,714058.936578612903,182515.983904258065
"E01000587",519879,189745,340000,,925.452145256347,251662.122791318182,180853.885828953818,108428.774823000000
"E01000588",520604,189423,300500,,926.854273373463,363977.363330562500,273884.357484187500,59764.291513187500
"E01000589",519386,189416,310000,,620.033475480681,577548.351689269231,320646.245249999000,195917.151269884615
"E01000590",519966,189331,330000,,919.864294444592,705907.233652500000,223707.345490249333,83864.462554625000
"E01000591",519348,189071,310000,,371.059901730648,1190798.731299147059,370143.222736881353,183318.027519764706
"E01000592",519994,189989,345000,,785.136675255317,278465.470121250000,171471.096513812250,128444.832872750000
"E01000593",519549,189974,297500,,743.647921662988,240417.871769900000,246400.355710199300,176857.859948450000
"E01000594",519116,189769,240000,,296.764871992135,190706.481805730769,397784.474186460538,162438.864169423077
"E01000595",520746,184373,180000,,966.779565861363,255614.588682714286,286707.769529642857,194782.641926357143
"E01000596",520650,184365,245000,,936.696715106655,241227.837438714286,242195.961526285714,396021.501619642857
"E01000599",520676,183646,124000,,517.154120925501,135683.367318500000,162616.127131250000,224591.360488750000
"E01000600",520230,182981,180000,,545.258384257223,73786.023677300000,199681.852284466667,392872.865234066667
"E01000601",520991,185058,215000,,540.161473971502,218961.633378250000,309161.698924250000,457353.074968875000
"E01000602",520437,185006,235000,,994.489193320479,244286.247375000000,194928.772244250000,437049.344716833333
"E01000603",520887,184951,197500,,695.605622967454,224095.419857781250,261627.755166812500,429471.880834187500
"E01000604",520357,184750,237500,,872.213567467805,237093.316004375000,216272.904658000000,549040.658488875000
"E01000605",520189,184424,220000,,551.884402475281,246201.417688500000,192968.866466000000,439743.970270500000
"E01000606",515855,185600,258000,,416.625231280983,1088710.783047269231,1321415.527060807692,127385.791196754338060
"E01000607",517108,185567,250000,,430.709950628623,309037.332117800000,647504.398941850000,215742.689007650000
"E01000608",516648,185636,245000,,424.628286414031,520448.417450269231,957231.575813384615,161196.193365692308
"E01000609",516402,185472,265000,,510.862813210473,986682.944507147059,1168702.480180029412,147942.606427588235
"E01000610",517651,185206,182500,,513.304926163929,319378.619186833333,709173.232317333333,254300.757984833333
"E01000611",516824,185040,250000,,156.374786789994,848308.282793700000,940913.644923300000,194820.367227500000
"E01000612",517131,184937,235000,,310.442261519515,619239.322722071429,897858.757622500000,208663.326336714286
"E01000613",517567,185978,230000,,294.503084800533,285513.527765571429,464195.531341642857,170949.427246571429
"E01000615",519743,186145,145000,,678.847316082401,509423.960031142857,170303.457071857143,389734.717505357143
"E01000616",518639,185543,243000,,353.272979953062,120449.291882166667,278922.635818333333,449589.372474888889
"E01000617",519257,185055,250000,,486.648156005136,221923.047774500000,167919.593446000000,447399.321808000000
"E01000618",519647,184790,285000,,613.009275557438,216162.252730666667,190098.427636250000,448705.226646250000
"E01000619",519915,185022,270000,,824.87296845729,228408.133423555556,156227.118799055556,518408.174728166667
"E01000620",519334,184717,282500,,588.337051324903,223350.313582500000,181525.645477642857,495259.659936785714
"E01000621",519652,184517,271000,,336.732528722699,228560.247356153846,235810.784561384615,437859.332253730769
"E01000622",520894,186614,160000,1.00000000000000000000,1305.59413080615,349595.279978352941,876348.849610500000,204665.481255264706
"E01000623",520269,187286,362000,,1403.36068546801,1303744.108674500000,1127484.592209000000,7684.7848342500000000
"E01000624",520965,187515,303000,1.00000000000000000000,1385.46164389164,794901.306942678571,1213940.308986585714,7590.7557565714285714
"E01000625",520550,187002,250000,1.00000000000000000000,1301.11824876961,1222760.428849133333,935652.012550533333,124878.741889566667
"E01000626",520561,185914,260000,,1083.31099342312,215934.924446500000,695334.118936750000,341270.548934500000
"E01000627",521022,186153,249000,,934.406163979643,453146.785311800000,675543.315396500000,317453.540173200000
"E01000628",521146,185833,350000,,565.25963422937,533882.254969500000,702166.319676200000,381355.160553500000
"E01000629",520743,187726,298000,,1502.39821403534,1077416.608277071429,1220278.135460000000,10707.7751877857142857
"E01000630",518257,185096,250000,,117.815455565403,331307.548371000000,276254.310072361111,513800.106617000000
"E01000631",517711,184733,230000,,602.498289214822,320512.220682000000,684667.270934346154,350836.438338192308
"E01000632",517768,184332,237000,,606.399146732015,221326.489297833333,552830.076232000000,337815.572452666667
"E01000633",517946,184805,310000,,437.001156857317,327388.573813388889,662303.801791055556,466676.244381277778
"E01000634",517783,185603,230500,,517.780276234082,261283.863333000000,485872.204490727273,274187.989518090909
"E01000635",518273,185171,265000,,198.703853215721,277059.979576894737,373687.327292421053,452130.389582421053
"E01000636",518949,184957,249950,,383.004307460829,189376.055786100000,179663.691108500000,460751.872153800000
"E01000637",522612,184905,245000,,499.721809373934,635421.477287882353,318087.059928352941,128895.850817411765
"E01000638",522103,184846,228000,,343.645917207971,640006.069018272727,346900.126244636364,170268.656124590909
"E01000639",522816,184815,289950,,586.703703873161,598175.425077636364,369456.719254045455,96093.197850772727
"E01000640",522313,184599,240000,,579.27088247719,564474.090513178571,414247.489213678571,95503.602065285714
"E01000641",522364,185014,210000,,247.218397344308,642237.167592250000,315401.810750250000,167620.414351541667
"E01000642",523339,184762,248000,,209.829511067135,441657.156426590909,274995.942369568182,69159.164018204545
"E01000643",522434,183999,278000,,1171.88097723468,196248.493955500000,441774.666329000000,113950.386116000000
"E01000644",522657,184435,300000,,782.058743959533,358060.155225225000,447686.756576850000,65455.927693250000
"E01000645",542169,169867,592000,,703.108607157628,214019.112976300000,1376926.966990275000,146471.562423376000
"E01000646",541218,169488,215000,,851.135879275842,30890.862161703125,1441972.243111625000,89245.064649203125
"E01000647",541569,168941,245000,,847.419685052341,25728.675510166667,844354.519111958333,92891.583740000000
"E01000648",541805,168809,285000,,606.363122302229,43628.699995117647,488117.007145529412,92891.583740000000
"E01000649",543133,168942,465000,,477.504508756419,1507146.756563318182,509853.2647361666597,437648.824025403939
"E01000650",542919,168507,555000,,667.596873998108,1065231.837867770833,532944.958069958333,385058.812293760000
"E01000651",542143,168460,273000,,399.90250629839,435598.267448468750,537549.804675562500,97744.616332349375
"E01000652",542815,167910,387500,,960.39792591825,559699.239903375000,1000730.777178375000,188655.439410759167
"E01000653",541790,169920,515000,1.00000000000000000000,829.043391762693,136093.407998117647,1467707.357127088235,91832.610852470588
"E01000654",541491,158247,218250,,5128.74319994714,190460.697164541667,2415668.444775750000,0.00000000000000000000
"E01000655",541031,158217,232000,,4990.66461546093,134730.011842117647,2346030.926839588235,0.00000000000000000000
"E01000656",541267,159599,246000,,4089.16670893569,2015372.952942708333,3493306.422644750000,0.00000000000000000000
"E01000657",541786,159046,200000,,4814.37073655402,2094692.299587500000,4500727.452470923077,7448.7373449230769231
"E01000658",542111,159411,282500,,4969.85610689366,1986518.767178812500,3917461.577989062500,10759.287276000000
"E01000659",541162,158735,245000,,4603.21935109865,1096604.678114818182,3893124.774484045455,0.00000000000000000000
"E01000661",542016,167361,349995,,1516.62534551467,1269841.755964617647,1618553.047743794118,5536.8799000888235294
"E01000662",542567,167516,250000,,1339.16214718963,1053081.857063821429,1332795.343058928571,8293.8898151121428571
"E01000663",543460,167197,257000,,1029.6753579544,1269578.126616916667,949460.358559979167,140868.826433877500
"E01000664",542938,166289,260000,,1768.36527598019,1517258.361547791667,1087469.032888791667,86183.917214148333
"E01000665",542282,166003,320000,,2231.97970342295,1910769.969382760870,1234979.289312173913,2744.4312625000000000
"E01000666",541896,164694,435000,1.00000000000000000000,2390.56721883109,2953731.549220409091,1671344.418400863636,3250.7099877954545455
"E01000667",542419,165024,917000,,2578.00714038707,2476223.764185055556,1189214.340418722222,12862.746977819444
"E01000668",541748,167946,287500,,1111.76777462019,1159763.878847040541,1183214.562099608108,78225.889543405405
"E01000669",541962,167691,250000,,1164.47050478468,1258289.676477621951,1338097.523119317073,50731.940236048780
"E01000670",540428,168302,410000,,511.104296631068,515170.297576175000,875685.663900250000,88247.004553000000
"E01000671",541160,168269,248000,,823.08940230706,894315.883841056818,843787.916583897727,93014.742207227273
"E01000672",539462,170259,250000,,793.8872212011,1123622.850284741379,559018.757844309448,111284.128007758621
"E01000673",539259,169817,300000,1.5714285714285714,300.018822209719,781215.596545957143,445661.547119771429,113474.451732014286
"E01000674",539689,169742,210000,2.0000000000000000,619.607263600733,618188.177788375000,519165.881781803357,113879.763361500000
"E01000675",540576,169316,340000,1.8333333333333333,421.070998885755,85923.550929600000,1100638.318470716667,113555.576601933333
"E01000676",540463,169684,200000,1.9444444444444444,251.327969189277,120470.569800444444,1129768.533895648148,95731.714002629630
"E01000677",539808,169021,250000,1.5714285714285714,354.183341820811,113785.096260890625,359476.644934671875,144423.971465968750
"E01000678",540967,168775,344000,,560.948251289991,168843.707591145161,748166.725905790323,92891.583740000000
"E01000679",541453,168318,250000,,941.824257782356,825266.073135038462,815747.956053576923,95809.492040461538
"E01000680",547325,162709,445000,,1106.45552574427,2012908.615486600000,2684454.671457075000,174441.289646275000
"E01000681",545596,165176,257000,,704.934016909794,366746.111480404762,407877.869253642857,253664.244670071429
"E01000682",545282,164577,250000,,1323.1231575457,1778740.046583456522,1616934.973273260870,177733.457315500000
"E01000683",545672,164917,230000,,989.424870657826,332956.748731840909,503786.003333863636,273983.615630931818
"E01000684",546097,164466,327000,,874.894551671436,386199.088746750000,1154074.795271446429,237600.681427535714
"E01000685",546646,164166,260000,,471.32297271198,451153.407035541667,1742938.076489291667,243237.373920416667
"E01000686",545738,164235,395000,,1108.01014422907,1523456.024786642857,1438036.739420464286,212945.573753428571
"E01000687",545790,163552,296000,,1220.2915344718,3731929.664588208333,1774039.663080062500,135153.664292562500
"E01000688",546531,163520,625000,,731.78593505956,1985607.503568500000,1970943.784799055556,163991.705394500000
"E01000689",544385,171760,247950,,1464.08459979014,1091110.989648400000,1518909.791207824976,94185.096525550000
"E01000690",543885,171231,300000,,1653.95493688797,603520.041320184211,1539336.704680052581,32663.765488736842
"E01000691",543562,171372,295000,,1491.24223852023,704928.853372705882,1096274.802464617608,54061.528567382353
"E01000692",544023,170976,290000,,1707.05359551709,715420.153395454545,1545768.206281681760,7633.5212586060606061
"E01000693",544621,170083,440000,,1609.2896017534,3039227.723292517856769,975526.9176082320611,9827.5846307142857143
"E01000694",542794,170969,500000,1.00000000000000000000,595.266064212463,541896.552024107143,1686954.172234226180,132056.571069476214
"E01000695",543360,170694,415000,,1014.55858440555,891970.977825137931006,1148952.5754776378725,125160.624372775862
"E01000696",544243,169731,435000,,1301.48532946889,2535165.197049604166405,977809.3542061457544,110855.030448312917
"E01000697",543295,169676,295000,,312.716159201388,1296654.957825282051003,807433.0753168204408,439813.075018067436
"E01000698",545647,168601,658000,,1000.97894698171,2038891.164812375000,283755.853992187500,139310.965550062500
"E01000699",535078,169275,212500,,402.753739330642,334568.273837000000,668387.061452347826,105159.371572739130
"E01000700",536040,169284,240000,,253.099456687705,377698.005701160714,492232.219970964286,81190.769344214286
"E01000701",535545,169282,250000,,161.553151636328,391470.544682500000,425620.657630692308,87825.346224596154
"E01000702",535797,169546,275000,,246.16876558028,390468.446351785714,478607.055507357143,79172.952859071429
"E01000703",536556,169401,265000,,308.53388974632,222737.370199666667,442860.696013222222,92168.405110611111
"E01000704",535068,168939,260000,,255.148241792324,337766.580855758621,559854.060830448276,122038.712111275862
"E01000705",534749,169046,238000,,561.324778262788,334568.273837000000,602945.361142642857,89892.111222357143
"E01000706",535767,169013,172500,,167.621119579595,369699.759864789474,462918.136838263158,134605.075001157895
"E01000707",536534,169037,375000,,550.326213456726,366351.307039545455,554566.647020772727,76352.438622977273
"E01000708",536287,168661,290000,,512.522476656374,320125.474390791667,624043.373324770833,171682.321925520833
"E01000709",536858,169764,192000,,428.699724410899,618761.109117250000,592389.994697343750,136842.159587000000
"E01000710",537228,170364,207000,,415.343510276907,1176085.143055833333,750864.583302783333,126988.420561666667
"E01000711",537039,170157,246000,,299.283143175682,1205891.142337986842,733153.046370973684,134861.279974934211
"E01000712",537749,169922,235000,,415.448639001915,1168677.982941731707,410783.192799500000,146487.888428365854
"E01000713",538366,169881,242500,,478.552967929501,1065715.586064904762,377935.996577476190,136339.701593000000
"E01000714",537335,169659,295000,,333.425528456547,891242.952965179487,335400.868709141026,136964.796238794872
"E01000715",538042,169438,277500,,761.995666530005,1127759.705945045455,295166.208993431818,146177.166586034091
"E01000716",538513,169273,302000,,814.274682348977,856458.706363625000,318431.889388857143,119096.864389375000
"E01000717",538944,169133,213500,,441.700414430987,285627.702666025424,316362.735171050847,112316.909196957627
"E01000718",537461,170715,167000,,648.621789247047,1103407.283033291667,753498.846208125000,98090.376124083333
"E01000719",547435,168597,160000,,836.632232950697,719039.947772892857,3256569.360332714286,239765.241503500000
"E01000720",547767,168540,154000,,1183.74477103203,738629.339134676471,3650801.102037323529,158591.640457411765
"E01000721",547761,168136,159000,,1056.27999762095,758773.837272333333,3660362.485902666667,171474.108226000000
"E01000722",546582,167617,209995,,643.477286561801,331953.327014815789,630459.251049815789,351228.957091368421
"E01000723",547866,166792,245000,,1969.62025470866,531480.181806230000,2982724.868066323333,101198.678620000000
"E01000724",547506,167777,180000,,1013.79378822613,655388.890683750000,2875947.400076562500,228864.537920000000
"E01000725",546696,167171,181000,,1160.44007348324,385830.316952029412,836860.920332470588,232188.603635970588
"E01000726",547237,167064,193000,,1370.89495753398,573947.596691388889,1285098.678720610556,211146.462865083333
"E01000727",546366,166889,230000,,1297.53184625387,308816.361007200000,423717.897317075000,245241.057620450000
"E01000728",547618,168895,194000,,1138.18212580032,815432.638936192308,3141623.161533307692,169091.942720000000
"E01000729",546615,169511,182500,,1218.21651101045,1590098.977337678571,1381441.447807964286,124443.273597571429
"E01000730",546581,168483,190000,,270.164714856026,317624.757169071429,532975.524863357143,240717.966199357143
"E01000731",546219,168452,199000,,573.169333642322,723645.667278875000,270115.808870875000,178951.780437125000
"E01000732",545805,167692,245000,,1000.18974873194,816809.957245714286,188957.385166892857,143748.215917928571
"E01000733",546292,167875,225000,,472.468270293211,529190.447055571429,318036.385506178571,260412.849603642857
"E01000734",545982,167401,245000,,1052.4031845574,553655.963258750000,229887.530260718750,250143.026485000000
"E01000735",546532,170156,193000,,1838.88425216107,1605966.811022653846,819351.508556538462,168286.109336961538
"E01000736",545709,169535,225000,,1567.37572469003,2450844.593054600000,346048.056943650000,25785.509731000000
"E01000737",546061,169415,202000,,1196.82579194127,1842316.188283136364,431527.956115272727,80995.879858318182
"E01000738",547010,169379,196500,,1120.57662801859,1067507.232191863636,2518389.287909590909,181676.631954454545
"E01000739",546649,168942,172000,,652.99928886003,701139.039831055556,1217741.165825333333,238486.248959444444
"E01000740",534271,170289,166000,1.00000000000000000000,315.25431527924,631970.362659976190,632082.900098428571,122630.201060952381
"E01000741",534154,169981,194745,1.00000000000000000000,432.111404450294,612951.160074879032,623007.586081016129,120375.993282274194
